experiment_id,network_type,num_nodes,num_demands,contention_level,gate_error_2q,seed,qaoa_objective,qaoa_utility,qaoa_penalty,qaoa_valid,qaoa_time,greedy_objective,greedy_utility,greedy_penalty,greedy_valid,greedy_time,independent_utility,qaoa_approximation_ratio,greedy_approximation_ratio,qaoa_advantage
122,grid,10,3,0.15,0.001,122002,2.036657251099011,2.036657251099011,0.0,True,84.01347041130066,2.036657251099011,2.036657251099011,0.0,True,0.0004200935363769531,2.036657251099011,1.0,1.0,0.0
123,grid,10,3,0.15,0.001,123003,1.587331193181197,1.587331193181197,0.0,True,90.72742938995361,1.587331193181197,1.587331193181197,0.0,True,0.0005168914794921875,1.6814804551873603,0.9440081139714035,0.9440081139714035,0.0
124,grid,10,3,0.15,0.001,124004,1.5201330489037574,1.5201330489037574,0.0,True,86.58543109893799,-18.290202492428214,1.7097975075717848,20.0,False,0.0004744529724121094,1.7097975075717848,0.889071976167877,1.0,-0.11092802383212297
125,grid,10,3,0.15,0.001,125005,2.202585490876097,2.202585490876097,0.0,True,78.18716645240784,2.202585490876097,2.202585490876097,0.0,True,0.0006310939788818359,2.202585490876097,1.0,1.0,0.0
126,grid,10,3,0.15,0.001,126006,1.8631747389365605,1.8631747389365605,0.0,True,79.181077003479,1.8631747389365605,1.8631747389365605,0.0,True,0.0005464553833007812,1.8631747389365605,1.0,1.0,0.0
127,grid,10,3,0.15,0.001,127007,2.3838920429213175,2.3838920429213175,0.0,True,80.74634385108948,2.3838920429213175,2.3838920429213175,0.0,True,0.00047135353088378906,2.3838920429213175,1.0,1.0,0.0
128,grid,10,3,0.15,0.001,128008,1.4711959543275106,1.4711959543275106,0.0,True,91.16563677787781,1.4711959543275106,1.4711959543275106,0.0,True,0.0005810260772705078,1.4711959543275106,1.0,1.0,0.0
129,grid,10,3,0.15,0.001,129009,1.5322531442347953,1.5322531442347953,0.0,True,75.80187320709229,-8.383798332275656,1.6162016677243445,10.0,False,0.0005731582641601562,1.6162016677243445,0.9480581383090942,1.0,-0.05194186169090579
130,grid,10,3,0.15,0.01,130000,1.8879466510701994,1.8879466510701994,0.0,True,86.31496787071228,1.8879466510701994,1.8879466510701994,0.0,True,0.0005393028259277344,1.8879466510701994,1.0,1.0,0.0
131,grid,10,3,0.15,0.01,131001,1.5443062378182415,1.5443062378182415,0.0,True,90.9754364490509,1.5443062378182415,1.5443062378182415,0.0,True,0.0007240772247314453,1.5443062378182415,1.0,1.0,0.0
132,grid,10,3,0.15,0.01,132002,2.173694357144032,2.173694357144032,0.0,True,73.65670013427734,2.173694357144032,2.173694357144032,0.0,True,0.0007638931274414062,2.173694357144032,1.0,1.0,0.0
133,grid,10,3,0.15,0.01,133003,1.7888003692500067,1.7888003692500067,0.0,True,88.37662720680237,1.7888003692500067,1.7888003692500067,0.0,True,0.000637054443359375,1.7888003692500067,1.0,1.0,0.0
134,grid,10,3,0.15,0.01,134004,-8.448145413760527,1.551854586239474,10.0,False,94.56186103820801,-8.448145413760527,1.551854586239474,10.0,False,0.0005178451538085938,1.551854586239474,1.0,1.0,0.0
135,grid,10,3,0.15,0.01,135005,1.4826952158687257,1.4826952158687257,0.0,True,77.54009461402893,1.4826952158687257,1.4826952158687257,0.0,True,0.0006783008575439453,1.4877443267297608,0.9966061972004735,0.9966061972004735,0.0
136,grid,10,3,0.15,0.01,136006,1.7433353113837629,1.7433353113837629,0.0,True,84.73135495185852,1.7433353113837629,1.7433353113837629,0.0,True,0.0006949901580810547,1.7433353113837629,1.0,1.0,0.0
137,grid,10,3,0.15,0.01,137007,1.7946182565706388,1.7946182565706388,0.0,True,88.52408051490784,1.7946182565706388,1.7946182565706388,0.0,True,0.00067138671875,1.7946182565706388,1.0,1.0,0.0
138,grid,10,3,0.15,0.01,138008,1.866983608202482,1.866983608202482,0.0,True,90.30203175544739,1.866983608202482,1.866983608202482,0.0,True,0.0006902217864990234,1.866983608202482,1.0,1.0,0.0
139,grid,10,3,0.15,0.01,139009,2.084995483759395,2.084995483759395,0.0,True,86.98471474647522,2.084995483759395,2.084995483759395,0.0,True,0.00044727325439453125,2.084995483759395,1.0,1.0,0.0
140,grid,10,4,0.2,0.001,140000,2.3478191103421566,2.3478191103421566,0.0,True,145.24236154556274,2.3478191103421566,2.3478191103421566,0.0,True,0.0006566047668457031,2.380126386681273,0.9864262349596636,0.9864262349596636,0.0
141,grid,10,4,0.2,0.001,141001,2.0435358457328077,2.0435358457328077,0.0,True,147.20012187957764,2.0435358457328077,2.0435358457328077,0.0,True,0.0008156299591064453,2.0708827745086476,0.9867945549055386,0.9867945549055386,0.0
142,grid,10,4,0.2,0.001,142002,3.1712335841706834,3.1712335841706834,0.0,True,113.59094476699829,3.1712335841706834,3.1712335841706834,0.0,True,0.0008153915405273438,3.1712335841706834,1.0,1.0,0.0
143,grid,10,4,0.2,0.001,143003,2.31010781986017,2.31010781986017,0.0,True,152.59749627113342,2.31010781986017,2.31010781986017,0.0,True,0.0005273818969726562,2.31010781986017,1.0,1.0,0.0
144,grid,10,4,0.2,0.001,144004,-7.908773788998479,2.091226211001521,10.0,False,142.60252046585083,-7.908773788998479,2.091226211001521,10.0,False,0.0005209445953369141,2.109345146315472,0.9914101609470596,0.9914101609470596,0.0
145,grid,10,4,0.2,0.001,145005,-7.296101964054412,2.703898035945589,10.0,False,136.45837092399597,-7.296101964054412,2.703898035945589,10.0,False,0.0005526542663574219,2.703898035945589,1.0,1.0,0.0
146,grid,10,4,0.2,0.001,146006,-7.4782460338855,2.5217539661145,10.0,False,130.00225734710693,-27.420694258705907,2.5793057412940925,30.0,False,0.0005714893341064453,2.5793057412940925,0.9776871061626383,1.0,-0.022312893837361715
147,grid,10,4,0.2,0.001,147007,2.778651204169771,2.778651204169771,0.0,True,137.05442595481873,2.778651204169771,2.778651204169771,0.0,True,0.0008447170257568359,2.778651204169771,1.0,1.0,0.0
148,grid,10,4,0.2,0.001,148008,2.347814712757907,2.347814712757907,0.0,True,128.5721583366394,2.347814712757907,2.347814712757907,0.0,True,0.0006494522094726562,2.347814712757907,1.0,1.0,0.0
149,grid,10,4,0.2,0.001,149009,2.434485386490641,2.434485386490641,0.0,True,124.11346125602722,-7.506230791554917,2.493769208445083,10.0,False,0.0005147457122802734,2.493769208445083,0.9762272219282847,1.0,-0.02377277807171528
150,grid,10,4,0.2,0.01,150000,2.3223432320076847,2.3223432320076847,0.0,True,150.80953526496887,2.317709667833818,2.317709667833818,0.0,True,0.0008356571197509766,2.547562039803867,0.9115943775746,0.9097755546758951,0.0019991995710996343
151,grid,10,4,0.2,0.01,151001,3.0561997383054815,3.0561997383054815,0.0,True,133.57526445388794,3.0561997383054815,3.0561997383054815,0.0,True,0.0005638599395751953,3.0561997383054815,1.0,1.0,0.0
152,grid,10,4,0.2,0.01,152002,2.2010341802502733,2.2010341802502733,0.0,True,150.8986852169037,-7.778790044416641,2.221209955583359,10.0,False,0.000644683837890625,2.221209955583359,0.9909167635043366,1.0,-0.009083236495663463
153,grid,10,4,0.2,0.01,153003,2.49344730566815,2.49344730566815,0.0,True,140.06154084205627,-7.429426472218309,2.570573527781691,10.0,False,0.0006601810455322266,2.570573527781691,0.9699964925025515,1.0,-0.03000350749744854
154,grid,10,4,0.2,0.01,154004,2.14850572508081,2.14850572508081,0.0,True,130.27885127067566,2.14850572508081,2.14850572508081,0.0,True,0.0008313655853271484,2.14850572508081,1.0,1.0,0.0
155,grid,10,4,0.2,0.01,155005,-7.629388280457996,2.370611719542004,10.0,False,134.75356125831604,-7.629388280457996,2.370611719542004,10.0,False,0.0005724430084228516,2.370611719542004,1.0,1.0,0.0
156,grid,10,4,0.2,0.01,156006,-8.35006989211109,1.6499301078889101,10.0,False,158.0225064754486,-18.34830691369239,1.6516930863076107,20.0,False,0.0006406307220458984,1.7215711431510443,0.9583862476162284,0.9594102996431889,-0.0010673765200783847
157,grid,10,4,0.2,0.01,157007,2.351302741312986,2.351302741312986,0.0,True,132.35494542121887,2.351302741312986,2.351302741312986,0.0,True,0.0008294582366943359,2.554716187148151,0.9203772822756343,0.9203772822756343,0.0
158,grid,10,4,0.2,0.01,158008,2.1853373810052013,2.1853373810052013,0.0,True,143.55032682418823,2.1853373810052013,2.1853373810052013,0.0,True,0.0008792877197265625,2.1853373810052013,1.0,1.0,0.0
159,grid,10,4,0.2,0.01,159009,2.1794511804024053,2.1794511804024053,0.0,True,141.37496376037598,2.1794511804024053,2.1794511804024053,0.0,True,0.0005843639373779297,2.1794511804024053,1.0,1.0,0.0
