experiment_id,network_type,num_nodes,num_demands,contention_level,gate_error_2q,seed,qaoa_objective,qaoa_utility,qaoa_penalty,qaoa_valid,qaoa_time,greedy_objective,greedy_utility,greedy_penalty,greedy_valid,greedy_time,independent_utility,qaoa_approximation_ratio,greedy_approximation_ratio,qaoa_advantage
72,barbell,10,4,0.2,0.01,72002,-38.024202929135384,1.9757970708646162,40.0,False,136.30719304084778,-38.02535894892174,1.9746410510782573,40.0,False,0.0005197525024414062,1.983032908662145,0.9963511257095524,0.9957681702874264,0.0005854328743584477
73,barbell,10,4,0.2,0.01,73003,2.816616893139467,2.816616893139467,0.0,True,111.38232350349426,2.8166168931394666,2.8166168931394666,0.0,True,0.0005440711975097656,2.816616893139467,1.0,0.9999999999999999,1.5766759438663683e-16
74,barbell,10,4,0.2,0.01,74004,2.1355211165770918,2.1355211165770918,0.0,True,147.47847366333008,2.1355211165770918,2.1355211165770918,0.0,True,0.0007052421569824219,2.1355211165770918,1.0,1.0,0.0
75,barbell,10,4,0.2,0.01,75005,2.7767698632359696,2.7767698632359696,0.0,True,116.01863765716553,2.7767698632359696,2.7767698632359696,0.0,True,0.0006756782531738281,2.7767698632359696,1.0,1.0,0.0
76,barbell,10,4,0.2,0.01,76006,-188.27857592428816,1.7214240757118389,190.0,False,118.90251922607422,-188.27857592428816,1.721424075711839,190.0,False,0.0005719661712646484,1.7214240757118389,1.0,1.0000000000000002,-1.2898890404632685e-16
77,barbell,10,4,0.2,0.01,77007,-47.590635268692516,2.409364731307485,50.0,False,104.35531234741211,-47.590635268692516,2.4093647313074844,50.0,False,0.0006127357482910156,2.409364731307485,1.0,0.9999999999999998,1.843179673378342e-16
78,barbell,10,4,0.2,0.01,78008,-28.226103416270504,1.7738965837294942,30.0,False,149.564044713974,-28.226103416270504,1.7738965837294942,30.0,False,0.0005700588226318359,1.7738965837294942,1.0,1.0,0.0
79,barbell,10,4,0.2,0.01,79009,-17.98343395268777,2.0165660473122324,20.0,False,147.26663041114807,-18.003574811012452,1.9964251889875486,20.0,False,0.0005397796630859375,2.0165660473122324,1.0,0.9900122991996575,0.010088461333679072
80,grid,8,3,0.1875,0.001,80000,2.3493581998850788,2.3493581998850788,0.0,True,89.80344223976135,2.3493581998850788,2.3493581998850788,0.0,True,0.00045800209045410156,2.3493581998850788,1.0,1.0,0.0
81,grid,8,3,0.1875,0.001,81001,1.7256446400269152,1.7256446400269152,0.0,True,89.688894033432,1.6939143337678755,1.6939143337678755,0.0,True,0.0005631446838378906,1.7503779835346687,0.9858697128617857,0.9677420246952764,0.018731942711919847
82,grid,8,3,0.1875,0.001,82002,2.11851836854727,2.11851836854727,0.0,True,84.66271305084229,2.11851836854727,2.11851836854727,0.0,True,0.0004937648773193359,2.11851836854727,1.0,1.0,0.0
83,grid,8,3,0.1875,0.001,83003,-8.308693213329603,1.6913067866703975,10.0,False,87.87307095527649,-8.370421482403295,1.6295785175967055,10.0,False,0.0005142688751220703,1.6913067866703975,1.0,0.9635026184721852,0.03787989864074089
84,grid,8,3,0.1875,0.001,84004,2.020755010819311,2.020755010819311,0.0,True,88.93635869026184,2.020755010819311,2.020755010819311,0.0,True,0.000438690185546875,2.020755010819311,1.0,1.0,0.0
85,grid,8,3,0.1875,0.001,85005,1.6975563928475894,1.6975563928475894,0.0,True,82.01865005493164,1.6975563928475892,1.6975563928475892,0.0,True,0.000621795654296875,1.6975563928475894,1.0,0.9999999999999999,1.308024910751622e-16
86,grid,8,3,0.1875,0.001,86006,1.6457091576059133,1.6457091576059133,0.0,True,90.52402949333191,1.6457091576059133,1.6457091576059133,0.0,True,0.00052642822265625,1.6457091576059133,1.0,1.0,0.0
87,grid,8,3,0.1875,0.001,87007,2.060340226305477,2.060340226305477,0.0,True,87.06172966957092,2.0603402263054766,2.0603402263054766,0.0,True,0.0005364418029785156,2.060340226305477,1.0,0.9999999999999998,2.155416878145346e-16
88,grid,8,3,0.1875,0.001,88008,1.8094690313552733,1.8094690313552733,0.0,True,87.41745591163635,1.809469031355273,1.809469031355273,0.0,True,0.0004966259002685547,1.9967751391480353,0.9061956931852226,0.9061956931852225,1.227125753894347e-16
89,grid,8,3,0.1875,0.001,89009,1.4054525163613643,1.4054525163613643,0.0,True,88.34227871894836,1.4054525163613643,1.4054525163613643,0.0,True,0.0007231235504150391,1.4054525163613643,1.0,1.0,0.0
90,grid,8,3,0.1875,0.01,90000,1.702440295064735,1.702440295064735,0.0,True,91.5050618648529,1.702440295064735,1.702440295064735,0.0,True,0.0005571842193603516,1.7246839479332299,0.9871027657588218,0.9871027657588218,0.0
91,grid,8,3,0.1875,0.01,91001,1.9420163558038048,1.9420163558038048,0.0,True,86.27391266822815,-8.024379342388674,1.9756206576113264,10.0,False,0.00047779083251953125,1.9756206576113264,0.9829905089936892,1.0,-0.017009491006310763
92,grid,8,3,0.1875,0.01,92002,1.695989135178385,1.695989135178385,0.0,True,85.22959589958191,-8.26286090729856,1.7371390927014394,10.0,False,0.0005171298980712891,1.7411949219702327,0.97403749217193,0.9976706632797872,-0.02368834924960549
93,grid,8,3,0.1875,0.01,93003,-8.259589544891552,1.7404104551084476,10.0,False,84.4802508354187,-8.259589544891552,1.7404104551084476,10.0,False,0.00042819976806640625,1.7404104551084476,1.0,1.0,0.0
94,grid,8,3,0.1875,0.01,94004,2.1131444176840515,2.1131444176840515,0.0,True,89.7756552696228,2.1131444176840515,2.1131444176840515,0.0,True,0.0005784034729003906,2.1131444176840515,1.0,1.0,0.0
95,grid,8,3,0.1875,0.01,95005,1.5454701833765343,1.5454701833765343,0.0,True,91.743891954422,1.5454701833765343,1.5454701833765343,0.0,True,0.0006875991821289062,1.5454701833765343,1.0,1.0,0.0
96,grid,8,3,0.1875,0.01,96006,2.120101162177682,2.120101162177682,0.0,True,83.1716194152832,2.120101162177682,2.120101162177682,0.0,True,0.0005483627319335938,2.120101162177682,1.0,1.0,0.0
97,grid,8,3,0.1875,0.01,97007,1.4903684658865592,1.4903684658865592,0.0,True,90.21729898452759,1.4792011366660511,1.4792011366660511,0.0,True,0.000789642333984375,1.6121369560927836,0.9244676516185414,0.9175406165559785,0.0075495677657995775
98,grid,8,3,0.1875,0.01,98008,1.5263061412768903,1.5263061412768903,0.0,True,91.85669255256653,1.5263061412768903,1.5263061412768903,0.0,True,0.0006015300750732422,1.5263061412768903,1.0,1.0,0.0
99,grid,8,3,0.1875,0.01,99009,1.835909572975772,1.835909572975772,0.0,True,85.90181946754456,1.835909572975772,1.835909572975772,0.0,True,0.0005962848663330078,1.835909572975772,1.0,1.0,0.0
100,grid,8,4,0.25,0.001,100000,2.3338826243802147,2.3338826243802147,0.0,True,149.92100596427917,2.2022854831828855,2.2022854831828855,0.0,True,0.0007431507110595703,2.3617106787225777,0.9882169926261184,0.9324958823381688,0.05975480572443152
101,grid,8,4,0.25,0.001,101001,2.6157735740840824,2.6157735740840824,0.0,True,151.8107681274414,2.6157735740840824,2.6157735740840824,0.0,True,0.0006268024444580078,2.6157735740840824,1.0,1.0,0.0
102,grid,8,4,0.25,0.001,102002,2.966794830755279,2.966794830755279,0.0,True,153.48005414009094,2.9667948307552785,2.9667948307552785,0.0,True,0.0005848407745361328,2.966794830755279,1.0,0.9999999999999999,1.4968652542009708e-16
103,grid,8,4,0.25,0.001,103003,-27.729464649332666,2.2705353506673336,30.0,False,153.0075044631958,-27.729464649332666,2.270535350667333,30.0,False,0.0004951953887939453,2.322794066842733,0.9775017867828324,0.9775017867828323,1.9558788623112182e-16
104,grid,8,4,0.25,0.001,104004,-7.5010833142247595,2.49891668577524,10.0,False,154.05981492996216,-17.592205085846643,2.407794914153356,20.0,False,0.00043392181396484375,2.49891668577524,1.0,0.963535490342442,0.03784449044487028
105,grid,8,4,0.25,0.001,105005,2.663877939651206,2.663877939651206,0.0,True,151.05523109436035,2.663877939651206,2.663877939651206,0.0,True,0.00104522705078125,2.663877939651206,1.0,1.0,0.0
106,grid,8,4,0.25,0.001,106006,-27.56675939413848,2.4332406058615215,30.0,False,145.56922817230225,-27.56675939413848,2.4332406058615215,30.0,False,0.0006711483001708984,2.440105532755471,0.9971866270528893,0.9971866270528893,0.0
107,grid,8,4,0.25,0.001,107007,-7.793291909520798,2.2067080904792022,10.0,False,157.17785120010376,-27.744289292416703,2.2557107075832974,30.0,False,0.0005657672882080078,2.2557107075832974,0.9782761960834087,1.0,-0.02172380391659138
108,grid,8,4,0.25,0.001,108008,2.2661214527346223,2.2661214527346223,0.0,True,144.18709206581116,2.2661214527346223,2.2661214527346223,0.0,True,0.0006399154663085938,2.3090341311962836,0.9814153121940087,0.9814153121940087,0.0
109,grid,8,4,0.25,0.001,109009,2.454237712495246,2.454237712495246,0.0,True,149.09455466270447,-27.511511511887033,2.488488488112966,30.0,False,0.000606536865234375,2.4884884881129663,0.9862363134162244,0.9999999999999998,-0.013763686583775393
110,grid,8,4,0.25,0.01,110000,-17.6438027175436,2.3561972824563995,20.0,False,151.95648884773254,-47.59045473732894,2.409545262671059,50.0,False,0.00040531158447265625,2.409545262671059,0.9778597310284507,1.0,-0.022140268971549314
111,grid,8,4,0.25,0.01,111001,2.382306395330314,2.382306395330314,0.0,True,148.46676802635193,2.382306395330314,2.382306395330314,0.0,True,0.0007641315460205078,2.382306395330314,1.0,1.0,0.0
112,grid,8,4,0.25,0.01,112002,2.1935897075141817,2.1935897075141817,0.0,True,150.6483793258667,-37.81197255318848,2.188027446811518,40.0,False,0.0005631446838378906,2.242857326789554,0.978033547347439,0.9755535587024967,0.002542134793953018
113,grid,8,4,0.25,0.01,113003,2.560753432448745,2.560753432448745,0.0,True,148.66098165512085,2.560753432448745,2.560753432448745,0.0,True,0.0005681514739990234,2.560753432448745,1.0,1.0,0.0
114,grid,8,4,0.25,0.01,114004,-27.63088877146884,2.3691112285311595,30.0,False,158.46927618980408,-57.56661272992368,2.4333872700763193,60.0,False,0.0005548000335693359,2.4333872700763193,0.9735857738981498,1.0,-0.026414226101850135
115,grid,8,4,0.25,0.01,115005,2.678107985148311,2.678107985148311,0.0,True,152.89573764801025,2.678107985148311,2.678107985148311,0.0,True,0.0006585121154785156,2.678107985148311,1.0,1.0,0.0
116,grid,8,4,0.25,0.01,116006,2.956346908251577,2.956346908251577,0.0,True,149.1124017238617,2.956346908251577,2.956346908251577,0.0,True,0.000858306884765625,2.956346908251577,1.0,1.0,0.0
117,grid,8,4,0.25,0.01,117007,2.4036152697851385,2.4036152697851385,0.0,True,156.1659641265869,2.4036152697851385,2.4036152697851385,0.0,True,0.0008707046508789062,2.4036152697851385,1.0,1.0,0.0
118,grid,8,4,0.25,0.01,118008,2.8859929801177877,2.8859929801177877,0.0,True,129.78591132164001,2.885992980117788,2.885992980117788,0.0,True,0.0006849765777587891,2.8859929801177877,1.0,1.0000000000000002,-1.5387743938030565e-16
119,grid,8,4,0.25,0.01,119009,2.691968243568269,2.691968243568269,0.0,True,148.4919192790985,2.6919682435682692,2.6919682435682692,0.0,True,0.00046825408935546875,2.7694256664830808,0.9720312323770813,0.9720312323770814,-1.6496822015307715e-16
120,grid,10,3,0.15,0.001,120000,1.1124128555407404,1.1124128555407404,0.0,True,91.6611316204071,-18.883390141324163,1.1166098586758384,20.0,False,0.0004918575286865234,1.1274821444925185,0.9866345653229296,0.9903570217321945,-0.003758701486009709
121,grid,10,3,0.15,0.001,121001,1.8859604702124986,1.8859604702124986,0.0,True,82.50092244148254,1.8859604702124986,1.8859604702124986,0.0,True,0.0006384849548339844,1.8859604702124986,1.0,1.0,0.0
